artefact_id,display_index,arm,model_id,model_version,sample_index,alert_id,rule_id,scenario_class,is_true_positive,temperature,top_p,max_tokens,json_mode,reasoning_mode,reasoning_detail,endpoint,prompt_version,latency_ms,parse_ok,parse_repaired,language,source_file,strict_ok,code,severity
0d96d4c1-142b-4941-99b4-19883194b05f,33,claude,claude-opus-4-6,claude-opus-4-6,1,ALRT-0018,PG-PRIV-003,S2,True,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,125252.45,True,False,bash,runs/final-claude-s4/artefacts.jsonl,True,F0,S2
c8923697-6fc8-4117-a51d-7f38df2e1793,34,claude,claude-opus-4-6,claude-opus-4-6,0,ALRT-0001,PG-EXF-001,S1,True,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,64223.04,True,False,bash,runs/final-claude/artefacts.jsonl,True,F2,S2
75a1a3ff-bde3-46d9-8d7a-f49eef4f5ea4,35,claude,claude-opus-4-6,claude-opus-4-6,0,ALRT-0017,PG-TAMP-001,B1,False,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,29682.55,True,False,none,runs/final-claude-s4/artefacts.jsonl,True,F2,S1
2e57eb7d-c1a8-4eff-8c88-9bbf92d007c0,36,claude,claude-opus-4-6,claude-opus-4-6,1,ALRT-0013,PG-EXF-001,B1,False,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,18160.57,True,False,none,runs/final-claude-s3/artefacts.jsonl,True,F2,S1
f5e951c6-0e45-4fc3-92c4-889c2dbf9e58,37,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,2,ALRT-0009,PG-PRIV-002,S2,True,,,16384,False,high,gemini:thinking_level=HIGH,vertex:<redacted-project>:global,soar-remediation-v1.1.0,28925.4,True,False,tsh,runs/final-gemini-s4/artefacts.jsonl,True,F9,S2
7433e7d9-62a2-4500-86c2-0b8754f5c35f,38,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,2,ALRT-0005,PG-EXF-002,S1,True,,,16384,False,high,gemini:thinking_level=HIGH,vertex:<redacted-project>:global,soar-remediation-v1.1.0,34260.75,True,False,tsh,runs/final-gemini/artefacts.jsonl,True,F9,S2
b7eb7ffd-d137-45a6-8ac1-b9c737caa1ba,39,baseline,template-playbook,playbook-table-v1,0,ALRT-0011,PG-EXF-002,S1,True,,,8192,False,default,,local,soar-remediation-v1.1.0,0.01,True,False,sql,runs/final-baseline/artefacts.jsonl,True,F7,S2
77c10171-4ce7-4ac0-a4ba-d987fa1e1857,40,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,2,ALRT-0004,PG-PRIV-001,S2,True,,,16384,False,high,gemini:thinking_level=HIGH,vertex:<redacted-project>:global,soar-remediation-v1.1.0,61660.03,True,False,sql,runs/final-gemini/artefacts.jsonl,True,F6,S2
208a0202-7f5e-4b00-83cd-946e41d0c886,41,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,2,ALRT-0006,PG-PRIV-001,B1,False,,,16384,False,high,gemini:thinking_level=HIGH,vertex:<redacted-project>:global,soar-remediation-v1.1.0,8459.82,True,False,none,runs/final-gemini-s1/artefacts.jsonl,True,F0,S0
f7b38d73-14a5-48a5-af7d-cd8a59da2ab8,42,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,0,ALRT-0013,PG-EXF-001,B1,False,,,16384,False,high,gemini:thinking_level=HIGH,vertex:<redacted-project>:global,soar-remediation-v1.1.0,12938.7,True,False,none,runs/final-gemini-s4/artefacts.jsonl,True,F0,S0
0bc44ce1-43ce-44e9-83fc-9cb647ea1d3f,43,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,0,ALRT-0005,PG-EXF-002,S1,True,,,16384,False,high,gemini:thinking_level=HIGH,vertex:<redacted-project>:global,soar-remediation-v1.1.0,40591.48,True,False,tsh,runs/final-gemini/artefacts.jsonl,True,F9,S2
54c63b18-cfa7-489c-9aa0-60f61ab10fd5,44,claude,claude-opus-4-6,claude-opus-4-6,1,ALRT-0006,PG-PRIV-001,B1,False,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,19232.59,True,False,none,runs/final-claude-s1/artefacts.jsonl,True,F2,S1
ed09ee43-2450-4408-b0f5-b79b3106797e,45,claude,claude-opus-4-6,claude-opus-4-6,2,ALRT-0018,PG-PRIV-003,S2,True,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,125571.74,True,False,bash,runs/final-claude-s4/artefacts.jsonl,True,F0,S2
541a226c-7b57-4fef-bbc0-6054be9ea7b3,46,claude,claude-opus-4-6,claude-opus-4-6,1,ALRT-0004,PG-PRIV-001,S2,True,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,78273.32,True,False,bash,runs/final-claude-s1/artefacts.jsonl,True,F0,S2
88f57f4d-6723-4e0b-9601-cb106d3ae6a2,47,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,2,ALRT-0008,PG-ANTIF-001,S3,True,,,16384,False,high,gemini:thinking_level=HIGH,vertex:<redacted-project>:global,soar-remediation-v1.1.0,25624.28,True,False,tsh,runs/final-gemini-s3/artefacts.jsonl,True,F9,S2
20084caf-f4ee-447f-ad9f-2cef266f9a03,48,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,0,ALRT-0004,PG-PRIV-001,S2,True,,,16384,False,high,gemini:thinking_level=HIGH,vertex:<redacted-project>:global,soar-remediation-v1.1.0,39205.12,True,False,sql,runs/final-gemini/artefacts.jsonl,True,F6,S2
fa5f9560-f43e-4800-87fd-02ad070f993a,49,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,0,ALRT-0007,PG-PRIV-003,B1,False,,,16384,False,high,gemini:thinking_level=HIGH,vertex:<redacted-project>:global,soar-remediation-v1.1.0,11004.01,True,False,none,runs/final-gemini-s2/artefacts.jsonl,True,F0,S0
0a588432-0edd-4d5c-be78-26d1fe82706d,50,claude,claude-opus-4-6,claude-opus-4-6,1,ALRT-0016,PG-TAMP-002,S3,True,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,57935.35,True,False,bash,runs/final-claude-s4/artefacts.jsonl,True,F0,S2
17cb3bc5-2391-40b7-a07e-9136ea21eed2,51,baseline,template-playbook,playbook-table-v1,0,ALRT-0016,PG-TAMP-002,S3,True,,,8192,False,default,,local,soar-remediation-v1.1.0,0.01,True,False,sql,runs/final-baseline/artefacts.jsonl,True,F5,S2
d700bc37-98e3-4a3f-a561-eccce2c4a1ff,52,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,2,ALRT-0012,PG-PRIV-003,S2,True,,,16384,False,high,gemini:thinking_level=HIGH,vertex:<redacted-project>:global,soar-remediation-v1.1.0,25113.23,True,False,tsh,runs/final-gemini-s3/artefacts.jsonl,True,F9,S2
f79aacc4-b6ec-46bd-a5b2-2ed05ce35309,53,baseline,template-playbook,playbook-table-v1,0,ALRT-0015,PG-EXF-003,S1,True,,,8192,False,default,,local,soar-remediation-v1.1.0,0.01,True,False,sql,runs/final-baseline/artefacts.jsonl,True,F7,S2
1141aabd-e5bd-47d1-821b-49f5933198e4,54,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,ALRT-0002,PG-EXF-003,B1,False,,,16384,False,high,gemini:thinking_level=HIGH,vertex:<redacted-project>:global,soar-remediation-v1.1.0,8622.15,True,False,none,runs/final-gemini/artefacts.jsonl,True,F0,S0
578e915f-cb26-49f0-a2ac-765f47db4ce7,55,claude,claude-opus-4-6,claude-opus-4-6,0,ALRT-0002,PG-EXF-003,B1,False,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,19417.67,True,False,none,runs/final-claude/artefacts.jsonl,True,F0,S0
9db6746f-476e-4973-9ff1-0bcd66afa8b4,56,claude,claude-opus-4-6,claude-opus-4-6,2,ALRT-0002,PG-EXF-003,B1,False,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,18978.91,True,False,none,runs/final-claude/artefacts.jsonl,True,F0,S0
b8233690-38b2-41d1-b59e-d7846010c8f6,57,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,0,ALRT-0017,PG-TAMP-001,B1,False,,,16384,False,high,gemini:thinking_level=HIGH,vertex:<redacted-project>:global,soar-remediation-v1.1.0,6534.97,True,False,none,runs/final-gemini-s4/artefacts.jsonl,True,F0,S0
a6c09412-4c51-4f2e-a522-5fc55e75817a,58,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,ALRT-0004,PG-PRIV-001,S2,True,,,16384,False,high,gemini:thinking_level=HIGH,vertex:<redacted-project>:global,soar-remediation-v1.1.0,21296.09,True,False,sql,runs/final-gemini/artefacts.jsonl,True,F6,S2
1c366c6c-f7ef-4f63-83aa-bc308fb26929,59,baseline,template-playbook,playbook-table-v1,0,ALRT-0001,PG-EXF-001,S1,True,,,8192,False,default,,local,soar-remediation-v1.1.0,0.06,True,False,sql,runs/final-baseline/artefacts.jsonl,True,F7,S2
3c827f8c-741d-4abb-a916-b228d0205cc1,60,claude,claude-opus-4-6,claude-opus-4-6,2,ALRT-0016,PG-TAMP-002,S3,True,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,65345.36,True,False,bash,runs/final-claude-s4/artefacts.jsonl,True,F2,S2
6b837543-a81a-4735-8d30-f4da009860a4,61,claude,claude-opus-4-6,claude-opus-4-6,1,ALRT-0005,PG-EXF-002,S1,True,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,68915.35,True,False,bash,runs/final-claude-s1/artefacts.jsonl,True,F2,S2
0c1ec143-947c-487d-91c1-0ea70b83c6e3,62,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,0,ALRT-0018,PG-PRIV-003,S2,True,,,16384,False,high,gemini:thinking_level=HIGH,vertex:<redacted-project>:global,soar-remediation-v1.1.0,44116.62,True,False,tsh,runs/final-gemini-s1/artefacts.jsonl,True,F9,S2
ca08b1ac-2813-45cc-9f71-c65be59652ab,63,baseline,template-playbook,playbook-table-v1,0,ALRT-0010,PG-TAMP-004,S3,True,,,8192,False,default,,local,soar-remediation-v1.1.0,0.01,True,False,sql,runs/final-baseline/artefacts.jsonl,True,F4,S2
11942f5e-c3e7-427d-b329-aafa9cf19ac7,64,claude,claude-opus-4-6,claude-opus-4-6,2,ALRT-0004,PG-PRIV-001,S2,True,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,78792.13,True,False,bash,runs/final-claude-s1/artefacts.jsonl,True,F0,S2
a1264377-6976-423e-8b21-5dee4e74ff8d,65,claude,claude-opus-4-6,claude-opus-4-6,0,ALRT-0003,PG-EXF-002,B1,False,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,16605.46,True,False,none,runs/final-claude-s1/artefacts.jsonl,True,F2,S1
7987c02e-9d45-4936-b152-c935c417b1fe,66,claude,claude-opus-4-6,claude-opus-4-6,1,ALRT-0012,PG-PRIV-003,S2,True,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,171287.84,True,False,bash,runs/final-claude-s3/artefacts.jsonl,True,F0,S2
6ecb091d-6660-480a-b237-d03cb28dff62,67,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,2,ALRT-0001,PG-EXF-001,S1,True,,,16384,False,high,gemini:thinking_level=HIGH,vertex:<redacted-project>:global,soar-remediation-v1.1.0,47750.3,True,False,tsh,runs/final-gemini/artefacts.jsonl,True,F9,S2
bc31bf2d-1e2c-4162-a3a9-dce2e2068e72,68,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,ALRT-0010,PG-TAMP-004,S3,True,,,16384,False,high,gemini:thinking_level=HIGH,vertex:<redacted-project>:global,soar-remediation-v1.1.0,31808.08,True,False,tsh,runs/final-gemini-s1/artefacts.jsonl,True,F9,S2
84adfa83-cba5-477a-a099-e2f4e98c366e,69,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,0,ALRT-0014,PG-TAMP-003,S3,True,,,16384,False,high,gemini:thinking_level=HIGH,vertex:<redacted-project>:global,soar-remediation-v1.1.0,34285.66,True,False,tsh,runs/final-gemini-s1/artefacts.jsonl,True,F9,S2
284e4e20-d666-483f-a18a-a1c0f936ceaf,70,claude,claude-opus-4-6,claude-opus-4-6,0,ALRT-0011,PG-EXF-002,S1,True,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,129494.36,True,False,bash,runs/final-claude-s3/artefacts.jsonl,True,F2,S2
a322582d-792d-46ee-83e7-ce1f90623277,71,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,2,ALRT-0013,PG-EXF-001,B1,False,,,16384,False,high,gemini:thinking_level=HIGH,vertex:<redacted-project>:global,soar-remediation-v1.1.0,10149.65,True,False,none,runs/final-gemini-s4/artefacts.jsonl,True,F0,S0
44ab5c70-7747-4060-a43e-f90dfee490b9,72,baseline,template-playbook,playbook-table-v1,0,ALRT-0008,PG-ANTIF-001,S3,True,,,8192,False,default,,local,soar-remediation-v1.1.0,0.01,True,False,sql,runs/final-baseline/artefacts.jsonl,True,F5,S2
17509a3a-2e51-4dc6-9341-16b7b6b25a22,73,claude,claude-opus-4-6,claude-opus-4-6,0,ALRT-0016,PG-TAMP-002,S3,True,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,106509.18,True,False,bash,runs/final-claude-s4/artefacts.jsonl,True,F2,S2
95b0a396-2e06-4d4b-a086-efaa2d5a28bb,74,claude,claude-opus-4-6,claude-opus-4-6,1,ALRT-0007,PG-PRIV-003,B1,False,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,35351.18,True,False,none,runs/final-claude-s2/artefacts.jsonl,True,F2,S1
536186ae-ff86-4351-8d2a-908a837316b2,75,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,ALRT-0016,PG-TAMP-002,S3,True,,,16384,False,high,gemini:thinking_level=HIGH,vertex:<redacted-project>:global,soar-remediation-v1.1.0,55253.83,True,False,tsh,runs/final-gemini-s3/artefacts.jsonl,True,F9,S2
09c5a726-1b70-460c-a388-a18ef10c2264,76,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,0,ALRT-0008,PG-ANTIF-001,S3,True,,,16384,False,high,gemini:thinking_level=HIGH,vertex:<redacted-project>:global,soar-remediation-v1.1.0,33583.7,True,False,tsh,runs/final-gemini-s3/artefacts.jsonl,True,F9,S2
1ee6e0d6-f8d2-41c8-a50d-6cd37265443a,77,claude,claude-opus-4-6,claude-opus-4-6,2,ALRT-0012,PG-PRIV-003,S2,True,,,16384,False,high,"claude:thinking=adaptive,effort=high",vertex-anthropic:<redacted-project>:global,soar-remediation-v1.1.0,165648.49,True,False,bash,runs/final-claude-s3/artefacts.jsonl,True,F0,S2
56d180ef-4538-46ef-9b40-d09b04ca4995,78,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,2,ALRT-0011,PG-EXF-002,S1,True,,,16384,False,high,gemini:thinking_level=HIGH,vertex:<redacted-project>:global,soar-remediation-v1.1.0,33877.59,True,False,tsh,runs/final-gemini-s2/artefacts.jsonl,True,F7,S2
aa56d00f-34e5-49c8-94af-eb5be6e2d6ee,79,gemini,gemini-3.1-pro-preview,gemini-3.1-pro-preview,1,ALRT-0001,PG-EXF-001,S1,True,,,16384,False,high,gemini:thinking_level=HIGH,vertex:<redacted-project>:global,soar-remediation-v1.1.0,53582.37,True,False,tsh,runs/final-gemini/artefacts.jsonl,True,F9,S2
